qseqid,best_evalue_cecidomyiid,best_bitscore_cecidomyiid,best_hit_cecidomyiid,best_pident_cecidomyiid,best_evalue_sciarid,best_bitscore_sciarid,best_hit_sciarid,best_pident_sciarid,best_evalue_outgroup,best_bitscore_outgroup,best_hit_outgroup,best_pident_outgroup,alien_index,bitscore_diff_cec_minus_sci,outgroup_flag,interpretation
g701.t1,3.25e-70,218.0,g11365.t1,44.674,0.0,541.0,s8613.t1,96.35,2.02e-16,78.6,ref|XP_001237043.2|,42.982,-300.5147170855676,-323.0,ok,sciarid-like
g6602.t1,3.8600000000000004e-70,219.0,g11364.t1,36.755,0.0,523.0,s9670.t1,85.263,2.23e-20,90.1,ref|XP_308806.5|,31.325,-300.6867292727027,-304.0,ok,sciarid-like
g12443.t1,8.02e-13,67.8,g6464.t1,26.038,1.74e-143,413.0,s67.t1,76.543,1.17e-12,67.8,ref|XP_315770.5|,23.622,-300.8641153978779,-345.2,ok,sciarid-like
g19012.t1,5.1100000000000004e-70,249.0,g13175.t1,33.677,0.0,1294.0,s16448.t1,86.449,6.26e-53,201.0,ref|XP_061503782.1|,60.894,-300.9672614934416,-1045.0,ok,sciarid-like
g12463.t1,1.0199999999999999e-69,225.0,g11401.t1,70.056,0.0,535.0,s578.t2,65.086,2.04e-88,276.0,ref|XP_559100.3|,73.889,-301.6584498095162,-310.0,ok,sciarid-like
g18992.t1,2.15e-19,83.6,g7151.t1,28.444,1.7299999999999998e-150,418.0,s16431.t1,85.477,3.18e-16,75.5,ref|XP_309124.2|,34.677,-301.85599361584985,-334.4,ok,sciarid-like
g4475.t3,8.5,31.2,g14715.t1,34.615,6.369999999999999e-131,423.0,s7632.t1,39.318,2.1,33.5,ref|XP_061507546.1|,35.294,-301.9271138761322,-391.8,ok,sciarid-like
g17591.t1,1.32e-12,70.1,g8601.t1,26.007,8.75e-144,424.0,s8158.t1,63.372,0.000243,44.7,ref|XP_003436017.2|,24.37,-302.0498103114428,-353.9,ok,sciarid-like
g3976.t1,2.5,31.6,g8313.t1,22.105,1.63e-131,401.0,s10690.t1,37.889,0.42,34.7,ref|XP_061504415.1|,30.769,-302.06635789927543,-369.4,ok,sciarid-like
g16661.t1,1.4e-32,127.0,g12019.t1,31.818,9.12e-164,498.0,s4816.t1,81.404,3.22e-81,268.0,ref|XP_061501781.1|,48.352,-302.06723470774904,-371.0,ok,sciarid-like
g4475.t2,8.6,31.2,g14715.t1,34.615,5.06e-131,424.0,s7632.t1,39.318,2.2,33.5,ref|XP_061507546.1|,35.294,-302.1690429021801,-392.8,ok,sciarid-like
g8794.t2,0.000137,42.0,g12248.t1,24.242,7.62e-136,419.0,s1909.t1,88.511,0.2,33.5,ref|XP_061510329.1|,29.63,-302.2252666453555,-377.0,ok,sciarid-like
g10862.t1,6.11e-34,134.0,g1109.t1,37.222,2.6399999999999997e-165,486.0,s14694.t1,66.99,1.21e-33,134.0,ref|XP_061503616.1|,38.542,-302.4777950382453,-352.0,ok,sciarid-like
g10647.t1,1.1499999999999999e-48,180.0,g11741.t1,28.008,4.4599999999999995e-180,526.0,s12522.t1,49.817,1.8e-13,73.9,ref|XP_061514735.1|,23.548,-302.58584545155725,-346.0,ok,sciarid-like
g10609.t1,2.6699999999999997e-69,232.0,g10851.t2,36.926,0.0,575.0,s6290.t1,78.164,1.4e-34,135.0,ref|XP_061513741.1|,33.333,-302.62072565463217,-343.0,ok,sciarid-like
g4886.t1,3.46e-12,68.6,g11793.t1,29.412,1.11e-143,418.0,s11059.t1,50.105,6.7,30.0,ref|XP_311981.5|,26.829,-302.7755557559654,-349.4,ok,sciarid-like
g18657.t1,0.54,32.0,g10769.t1,39.394,1.48e-132,375.0,s516.t1,68.07,10.0,0.0,,,-302.9330040480142,-343.0,ok,sciarid-like
g3006.t1,3.86e-69,219.0,g14813.t1,40.0,0.0,709.0,s9399.t1,100.0,4.03e-07,51.2,ref|XP_061516646.1|,27.439,-302.9893143656967,-490.0,ok,sciarid-like
g8808.t1,3.86e-69,219.0,g14813.t1,40.0,0.0,709.0,s9399.t1,100.0,4.03e-07,51.2,ref|XP_061516646.1|,27.439,-302.9893143656967,-490.0,ok,sciarid-like
g17171.t1,3.86e-69,219.0,g14813.t1,40.0,0.0,709.0,s9399.t1,100.0,4.03e-07,51.2,ref|XP_061516646.1|,27.439,-302.9893143656967,-490.0,ok,sciarid-like
g17556.t2,4.0799999999999997e-69,222.0,g4907.t1,40.066,0.0,547.0,s4477.t1,85.57,7.21e-77,241.0,ref|XP_559998.4|,41.391,-303.0447441706361,-325.0,ok,sciarid-like
g19818.t2,3.0,32.0,g76.t1,32.692,6.430000000000001e-132,419.0,s8678.t1,43.695,0.96,34.3,ref|XP_061510546.1|,20.0,-303.1788700256326,-387.0,ok,sciarid-like
g13271.t1,6.32e-69,216.0,g8125.t1,54.515,0.0,535.0,s16644.t1,95.357,10.0,0.0,,,-303.4823663903788,-319.0,ok,sciarid-like
g8800.t1,0.25,34.3,g2555.t1,33.766,2.7200000000000002e-133,405.0,s10690.t1,58.192,5.3,30.8,ref|XP_061513759.1|,39.583,-303.8568911267803,-370.7,ok,sciarid-like
g6847.t1,2.25e-07,55.1,g11913.t1,20.732,2.42e-139,420.0,s6930.t1,78.445,0.15,36.2,ref|XP_308974.5|,42.105,-303.8683949512618,-364.9,ok,sciarid-like
g12380.t1,9.719999999999999e-69,230.0,g7183.t1,30.0,0.0,738.0,s9546.t1,64.259,8.110000000000001e-72,239.0,ref|XP_315767.4|,29.868,-303.91283280069234,-508.0,ok,sciarid-like
g19478.t2,5.3200000000000006e-27,110.0,g12519.t1,35.644,4.33e-159,446.0,s6571.t1,76.797,7.05e-17,80.9,ref|XP_003436833.1|,53.763,-304.1471380365532,-336.0,ok,sciarid-like
g11471.t1,1.3199999999999998e-68,216.0,g9906.t1,39.927,0.0,556.0,s17030.t1,81.982,1.69e-82,253.0,ref|XP_315010.5|,46.642,-304.21886401181234,-340.0,ok,sciarid-like
g12964.t1,8.84e-09,57.0,g14623.t1,24.916,6.23e-141,405.0,s17183.t1,60.245,1.47e-16,81.3,ref|XP_061517160.1|,23.512,-304.29114281906425,-348.0,ok,sciarid-like
g18072.t1,1.51e-68,223.0,g14811.t1,38.961,0.0,910.0,s15229.t1,95.861,6.43e-74,238.0,ref|XP_061516845.1|,35.142,-304.3533419260409,-687.0,ok,sciarid-like
g3984.t1,1.52e-68,213.0,g3666.t1,68.966,0.0,671.0,s11815.t1,87.399,1.25e-169,485.0,ref|XP_061501268.1|,62.766,-304.35994261007227,-458.0,ok,sciarid-like
g1708.t1,1.6199999999999998e-68,218.0,g11320.t1,36.336,0.0,555.0,s14355.t1,75.645,9.67e-56,186.0,ref|XP_061518754.1|,31.454,-304.4236584244584,-337.0,ok,sciarid-like
g11876.t1,4.91e-08,54.3,g14080.t1,26.333,2.89e-140,399.0,s1067.t2,63.514,4.44e-11,63.5,ref|XP_061499466.1|,22.684,-304.47124971489615,-344.7,ok,sciarid-like
g12084.t1,2.2799999999999996e-68,226.0,g8430.t3,33.333,0.0,713.0,s12102.t1,68.616,8.05e-61,207.0,ref|XP_311324.6|,28.571,-304.7654077181804,-487.0,ok,sciarid-like
g12687.t1,2.3e-68,211.0,g3666.t1,68.276,0.0,602.0,s11815.t1,83.102,1.21e-147,428.0,ref|XP_061501268.1|,60.165,-304.77414139814914,-391.0,ok,sciarid-like
g12582.t1,2.4699999999999998e-68,222.0,g14811.t1,39.088,0.0,716.0,s15899.t1,73.377,1.6300000000000002e-70,229.0,ref|XP_061514113.1|,38.199,-304.8454504258539,-494.0,ok,sciarid-like
g8923.t1,2.61e-68,232.0,g7712.t4,35.87,0.0,608.0,s16598.t1,76.607,2.05e-98,298.0,ref|XP_316142.5|,41.096,-304.9005824965486,-376.0,ok,sciarid-like
g9311.t1,3.54e-13,71.2,g10501.t1,30.556,1.35e-145,426.0,s3330.t1,49.714,3.38e-08,56.2,ref|XP_061509488.1|,37.736,-304.90525440990933,-354.8,ok,sciarid-like
g18068.t1,1.1900000000000001e-29,112.0,g2809.t1,34.483,3.39e-162,452.0,s573.t1,73.311,5.56e-38,139.0,ref|XP_061501611.1|,35.6,-305.19694075393915,-340.0,ok,sciarid-like
g11708.t1,0.83,31.6,g13800.t1,47.059,1.7300000000000001e-133,390.0,s6445.t1,59.466,1.21e-27,114.0,ref|XP_061503334.1|,58.242,-305.50936638150694,-358.4,ok,sciarid-like
g9289.t1,2.4,29.6,g8494.t1,43.333,4.73e-133,377.0,s8404.t2,93.939,3.49e-30,117.0,ref|XP_061496633.1|,67.347,-305.56536090305815,-347.4,ok,sciarid-like
g16734.t1,6.109999999999999e-68,218.0,g5433.t1,43.299,0.0,627.0,s14402.t2,87.608,1.5599999999999998e-82,254.0,ref|XP_061511246.1|,45.223,-305.75115904839754,-409.0,ok,sciarid-like
g17275.t1,2.57e-08,54.3,g3379.t2,26.064,3.7499999999999996e-141,399.0,s6598.t1,63.333,1.58e-08,55.5,ref|XP_061501548.1|,21.835,-305.8659674271329,-344.7,ok,sciarid-like
g4800.t1,7.94e-68,234.0,g12668.t1,30.835,0.0,794.0,s9744.t1,75.944,3.1e-109,357.0,ref|XP_308196.5|,37.374,-306.0131455504731,-560.0,ok,sciarid-like
g4158.t1,7.949999999999999e-68,216.0,g14813.t1,39.688,0.0,707.0,s9399.t1,99.705,3.81e-07,51.2,ref|XP_061516646.1|,27.439,-306.0144042038803,-491.0,ok,sciarid-like
g10407.t1,8.21e-68,243.0,g3938.t1,29.776,0.0,639.0,s10716.t1,47.059,9.5e-72,255.0,ref|XP_061515055.1|,29.449,-306.0465851986784,-396.0,ok,sciarid-like
g16734.t2,8.41e-68,219.0,g5433.t1,43.299,0.0,630.0,s14402.t2,87.608,2.4499999999999998e-82,254.0,ref|XP_061511246.1|,45.223,-306.07065374919887,-411.0,ok,sciarid-like
g18374.t1,1.1899999999999998e-67,246.0,g8471.t1,55.422,0.0,1373.0,s5748.t1,73.829,1.09e-59,224.0,ref|XP_061517590.1|,45.487,-306.41777067533155,-1127.0,ok,sciarid-like
g18117.t1,1.4400000000000001e-27,113.0,g13582.t1,32.0,1.17e-160,448.0,s10933.t1,74.823,3.2099999999999997e-24,103.0,ref|XP_061501571.1|,30.435,-306.45145673298634,-335.0,ok,sciarid-like
g18060.t1,6.3,28.5,g7429.t1,26.562,4.9100000000000005e-133,377.0,s6695.t1,73.75,1.8,30.8,ref|XP_061513815.1|,30.137,-306.4930930597991,-348.5,ok,sciarid-like
g18069.t1,1.5399999999999998e-67,230.0,g4386.t2,41.969,0.0,695.0,s575.t1,93.643,1.37e-11,67.4,ref|XP_061512664.1|,42.045,-306.6755997846336,-465.0,ok,sciarid-like
g19173.t1,1.97e-67,220.0,g13659.t1,59.677,0.0,705.0,s14821.t1,87.585,1.17e-57,196.0,ref|XP_309640.6|,35.23,-306.921850910958,-485.0,ok,sciarid-like
g12711.t1,2.04e-67,240.0,g9737.t1,27.548,0.0,564.0,s10892.t1,48.409,3.2299999999999998e-52,197.0,ref|XP_061503242.1|,29.167,-306.9567671760642,-324.0,ok,sciarid-like
g16454.t1,2.1299999999999998e-67,214.0,g1816.t1,46.622,0.0,561.0,s12699.t1,92.833,6.15e-50,175.0,ref|XP_061504020.1|,66.917,-306.9999393479294,-347.0,ok,sciarid-like
g13523.t1,2.3399999999999997e-67,237.0,g9606.t1,31.006,0.0,1106.0,s11519.t1,94.18,1.52e-59,218.0,ref|XP_061512590.1|,29.806,-307.0939682975777,-869.0,ok,sciarid-like
g19540.t2,2.48e-67,220.0,g420.t1,37.96,0.0,702.0,s13351.t1,84.483,1e-41,150.0,ref|XP_311915.3|,30.618,-307.152075928385,-482.0,ok,sciarid-like
g13989.t1,2.8199999999999998e-67,248.0,g817.t1,32.925,0.0,600.0,s3713.t1,73.421,0.0,1712.0,ref|XP_061517981.1|,82.167,-307.28055425315813,-352.0,check_conservation,sciarid-like
g17207.t1,3.0999999999999996e-67,229.0,g12933.t1,33.5,0.0,674.0,s3446.t1,74.048,6.65e-63,218.0,ref|XP_061506623.1|,34.398,-307.37521947969924,-445.0,ok,sciarid-like
g3482.t1,8.2,29.3,g5479.t1,37.838,1.97e-133,409.0,s8846.t1,42.703,6.7,30.4,ref|XP_061516779.1|,31.944,-307.6699179797284,-379.7,ok,sciarid-like
g10721.t1,1.4499999999999998e-42,155.0,g9604.t1,32.616,3.2399999999999995e-176,537.0,s10940.t1,95.113,1.6e-71,224.0,ref|XP_061515250.1|,45.2,-307.7423926878304,-382.0,ok,sciarid-like
g19540.t1,4.6199999999999994e-67,219.0,g420.t1,37.96,0.0,708.0,s13351.t1,85.323,1.8799999999999997e-42,152.0,ref|XP_311915.3|,30.205,-307.7742120733018,-489.0,ok,sciarid-like
g3939.t1,1.8e-36,135.0,g3010.t1,35.341,3.8e-170,502.0,s11822.t1,86.38,2.01e-153,466.0,ref|XP_061499423.1|,80.727,-307.7991880593719,-367.0,check_conservation,sciarid-like
g10814.t1,0.53,30.8,g6169.t1,31.034,9.92e-135,380.0,s6368.t1,86.473,1.7,30.4,ref|XP_061508964.1|,36.364,-307.9195563604634,-349.2,ok,sciarid-like
g7958.t1,1.55e-06,48.1,g12390.t1,25.346,2.2999999999999997e-140,398.0,s6465.t1,78.632,0.035,36.2,ref|XP_061514177.1|,22.222,-308.1517482691982,-349.9,ok,sciarid-like
g5164.t1,0.26,33.5,g863.t1,35.632,3.7999999999999997e-135,390.0,s12472.t1,61.143,2.4500000000000002e-32,125.0,ref|XP_307904.6|,29.904,-308.16691283949723,-356.5,ok,sciarid-like
g8194.t1,3.02e-17,80.5,g2910.t1,26.639,4.38e-151,443.0,s10892.t1,89.451,9.28e-15,73.6,ref|XP_061508314.1|,24.752,-308.17461056820053,-362.5,ok,sciarid-like
g16584.t1,8.229999999999999e-67,217.0,g2082.t1,50.667,0.0,604.0,s12861.t1,97.635,6.54e-79,247.0,ref|XP_061507119.1|,54.032,-308.3516033828971,-387.0,ok,sciarid-like
g8276.t1,0.48,31.6,g2327.t3,32.353,4.7299999999999997e-135,375.0,s467.t1,97.382,8.3,28.1,ref|XP_061506955.1|,27.692,-308.56109317661213,-343.4,ok,sciarid-like
g8447.t1,1.0200000000000001e-66,228.0,g9794.t1,29.402,0.0,637.0,s1131.t1,53.834,7.710000000000001e-70,238.0,ref|XP_061515487.1|,33.772,-308.56620508849835,-409.0,ok,sciarid-like
g13336.t1,5.4,30.0,g608.t2,52.174,4.56e-134,401.0,s4667.t1,45.633,9.4,29.6,ref|XP_551896.3|,26.4,-308.7154787912461,-371.0,ok,sciarid-like
g16445.t1,6.73e-06,49.3,g2320.t1,19.507,4.75e-140,419.0,s10849.t1,42.226,0.029,38.1,ref|XP_311997.5|,20.763,-308.8948329868122,-369.7,ok,sciarid-like
g9382.t1,6.85e-08,52.4,g1562.t1,25.214,4.5e-142,397.0,s5157.t1,80.894,4.59e-35,126.0,ref|XP_001231095.3|,37.339,-308.9665737167,-344.6,ok,sciarid-like
g13427.t1,3.44e-06,46.6,g8144.t1,29.268,2.13e-140,404.0,s8834.t1,98.454,1.6,30.4,ref|XP_061498899.1|,32.0,-309.02575195286613,-357.4,ok,sciarid-like
g19217.t2,1.89e-06,48.9,g3346.t1,22.744,1.14e-140,402.0,s2479.t1,68.75,0.0007,41.6,ref|XP_061497974.1|,21.687,-309.0519510278673,-353.1,ok,sciarid-like
g15123.t1,1.9100000000000002e-66,217.0,g14811.t1,37.134,0.0,937.0,s6278.t1,99.339,2.85e-70,228.0,ref|XP_061516845.1|,37.695,-309.1935057032607,-720.0,ok,sciarid-like
g9893.t2,2.14e-66,219.0,g7113.t1,33.898,0.0,708.0,s14887.t1,81.062,1.73e-10,63.5,ref|XP_061514769.1|,22.113,-309.3072082902359,-489.0,ok,sciarid-like
g7631.t1,2.0,30.0,g13313.t1,28.283,8.24e-135,383.0,s1678.t1,64.727,0.83,32.3,ref|XP_061503170.1|,22.378,-309.4331343908347,-353.0,ok,sciarid-like
g8830.t1,9.100000000000001e-26,105.0,g12597.t1,29.502,3.6000000000000003e-160,454.0,s1618.t1,87.55,2.34e-17,82.8,ref|XP_061496505.1|,28.807,-309.4737430292629,-349.0,ok,sciarid-like
g12453.t1,2.6e-66,217.0,g14811.t1,38.762,0.0,961.0,s15899.t1,99.784,2.8e-71,231.0,ref|XP_061516845.1|,34.527,-309.50191390622956,-744.0,ok,sciarid-like
g19401.t1,0.001,39.3,g15043.t1,28.302,3.34e-138,387.0,s6443.t1,75.397,0.001,39.7,ref|XP_061518719.1|,26.829,-309.6430167472075,-347.7,ok,sciarid-like
g4610.t1,0.9,31.2,g15655.t1,50.0,2.88e-135,384.0,s1170.t1,59.683,0.57,32.7,ref|XP_061500848.1|,28.916,-309.6858367443905,-352.8,ok,sciarid-like
g14364.t1,3.2900000000000004e-66,244.0,g7847.t1,30.986,0.0,663.0,s8602.t1,26.023,1.82e-52,202.0,ref|XP_307887.5|,28.311,-309.7372900259794,-419.0,ok,sciarid-like
g6641.t2,2.7,29.6,g15819.t1,29.787,8.17e-135,389.0,s4970.t1,82.377,1.6,30.8,ref|XP_307784.2|,20.787,-309.74177041833457,-359.4,ok,sciarid-like
g413.t1,5.990000000000001e-35,132.0,g4111.t2,31.471,1.71e-169,476.0,s7937.t3,65.761,1.78e-34,131.0,ref|XP_061502937.1|,31.563,-309.8000005028149,-344.0,ok,sciarid-like
g8194.t3,7.15e-18,82.4,g2910.t1,26.613,1.72e-152,447.0,s10892.t1,91.064,1.01e-15,76.6,ref|XP_061508314.1|,24.878,-309.9711905270827,-364.6,ok,sciarid-like
g19478.t1,5.42e-28,112.0,g12519.t1,35.945,1.18e-162,456.0,s6571.t2,76.923,7.29e-18,83.6,ref|XP_003436833.1|,53.061,-310.0709838381761,-344.0,ok,sciarid-like
g6585.t1,3.4,29.3,g13024.t1,32.759,6.66e-135,377.0,s11581.t1,82.648,5.5,28.9,ref|XP_061508743.1|,26.667,-310.17664350126597,-347.7,ok,sciarid-like
g11472.t1,6.6e-66,238.0,g4956.t1,30.56,0.0,998.0,s5724.t1,64.572,7.51e-70,240.0,ref|XP_003436891.2|,33.106,-310.43347211023456,-760.0,ok,sciarid-like
g18184.t1,6.699999999999999e-30,119.0,g79.t1,29.032,9.639999999999999e-165,490.0,s14014.t1,81.379,5.8e-37,140.0,ref|XP_061504492.1|,31.111,-310.48517397197065,-371.0,ok,sciarid-like
g9319.t1,7.05e-66,208.0,g9588.t1,50.746,0.0,518.0,s85.t1,79.599,4.16e-101,302.0,ref|XP_061501611.1|,52.265,-310.4994300780263,-310.0,ok,sciarid-like
g14889.t1,0.3,32.3,g930.t1,40.0,4.18e-136,382.0,s7773.t1,73.93,1.72e-28,109.0,ref|XP_061505167.1|,30.189,-310.5172885963276,-349.7,ok,sciarid-like
g12364.t1,7.37e-66,226.0,g14696.t1,30.851,0.0,948.0,s1659.t1,68.311,2.8,31.6,ref|XP_003436346.1|,44.737,-310.5438201674034,-722.0,ok,sciarid-like
g19540.t3,7.790000000000001e-66,216.0,g420.t1,36.612,0.0,652.0,s13351.t2,81.0,1.6299999999999997e-42,152.0,ref|XP_311915.3|,31.593,-310.5992433210848,-436.0,ok,sciarid-like
g5896.t1,7.990000000000001e-66,222.0,g9794.t1,37.43,0.0,550.0,s1131.t1,66.418,8.79e-61,209.0,ref|XP_061515487.1|,36.675,-310.62459322098033,-328.0,ok,sciarid-like
g4127.t1,8.500000000000001e-66,235.0,g307.t1,35.816,0.0,847.0,s13469.t1,71.571,1.94e-24,110.0,ref|XP_061504113.1|,30.0,-310.6864686246984,-612.0,ok,sciarid-like
g12412.t1,0.28,32.3,g13018.t1,34.783,3.04e-136,380.0,s9502.t1,83.843,8.46e-12,65.1,ref|XP_061502687.1|,32.919,-310.7667494559592,-347.7,ok,sciarid-like
g13816.t2,1.02e-65,213.0,g1915.t1,37.772,0.0,593.0,s703.t1,88.955,5.6,30.0,ref|XP_061513354.1|,37.931,-310.8687901814924,-380.0,ok,sciarid-like
g16154.t1,1.8e-23,95.9,g8515.t1,30.542,1.74e-158,439.0,s3356.t1,83.73,6.26e-24,97.4,ref|XP_061515610.1|,29.6,-310.88288910587187,-343.1,ok,sciarid-like
g11156.t1,2.93e-20,97.4,g12019.t1,21.771,2.79e-155,508.0,s6095.t1,38.287,5.0000000000000003e-144,464.0,ref|XP_061500670.1|,35.317,-310.89794838139187,-410.6,check_conservation,sciarid-like
g13835.t1,0.39,31.6,g8612.t1,31.081,3.36e-136,377.0,s8572.t1,97.861,10.0,0.0,,,-310.99802313335664,-345.4,ok,sciarid-like
g13620.t1,1.8700000000000002e-21,95.5,g10980.t2,29.386,1.6000000000000002e-156,481.0,s6582.t1,79.208,6.790000000000001e-21,95.5,ref|XP_321020.6|,32.035,-311.004922355817,-385.5,ok,sciarid-like
g2043.t1,0.5,31.2,g13896.t4,28.378,3.56e-136,377.0,s15987.t1,100.0,0.7,31.2,ref|XP_061510560.1|,24.59,-311.1886649217663,-345.8,ok,sciarid-like
g14633.t1,0.5,31.2,g13896.t4,28.378,3.56e-136,377.0,s15987.t1,100.0,0.7,31.2,ref|XP_061510560.1|,24.59,-311.1886649217663,-345.8,ok,sciarid-like
g17228.t1,1.42e-65,213.0,g4624.t1,49.029,0.0,640.0,s1851.t2,71.259,1.35e-169,501.0,ref|XP_061518858.1|,57.246,-311.19964442580937,-427.0,ok,sciarid-like
g15256.t1,1.6099999999999998e-38,147.0,g5196.t1,34.737,1.12e-173,502.0,s1428.t1,71.154,1.44e-168,491.0,ref|XP_557901.4|,65.301,-311.2118930478855,-355.0,check_conservation,sciarid-like
g10964.t1,1.48e-65,208.0,g11818.t1,38.931,0.0,572.0,s7749.t2,82.972,6.61e-66,208.0,ref|XP_061517114.1|,43.933,-311.2410296419722,-364.0,ok,sciarid-like
g18723.t1,1.51e-65,227.0,g7992.t1,36.086,0.0,999.0,s16619.t1,95.484,2.82e-14,77.4,ref|XP_061498409.1|,25.543,-311.261097205023,-772.0,ok,sciarid-like
g19694.t1,1.8000000000000001e-65,225.0,g11423.t1,32.965,0.0,1081.0,s2804.t2,79.553,1.9,32.3,ref|XP_314865.4|,32.836,-311.4367742190983,-856.0,ok,sciarid-like
g9893.t1,1.89e-65,218.0,g7113.t1,33.898,0.0,737.0,s14887.t1,81.292,1.41e-10,64.3,ref|XP_061514769.1|,22.113,-311.48556438326773,-519.0,ok,sciarid-like
g9799.t1,1.79e-21,92.4,g1534.t1,27.103,7.74e-157,447.0,s10541.t1,96.33,3.53e-53,181.0,ref|XP_315813.5|,43.86,-311.6873865794413,-354.6,ok,sciarid-like
g19530.t1,0.001,39.7,g11369.t2,34.091,3.64e-139,399.0,s13365.t2,89.72,4.9199999999999996e-48,165.0,ref|XP_061513229.1|,43.779,-311.85958896554155,-359.3,ok,sciarid-like
g17281.t1,3.5700000000000003e-65,223.0,g4747.t1,43.596,0.0,844.0,s5999.t1,82.472,8.25e-69,235.0,ref|XP_061513852.1|,35.818,-312.12155314998773,-621.0,ok,sciarid-like
g16121.t1,0.002,41.6,g6562.t1,20.253,5.29e-139,444.0,s1911.t1,44.847,4.33e-125,405.0,ref|XP_061516089.1|,40.754,-312.1789015818799,-402.4,check_conservation,sciarid-like
g10563.t2,2.8,30.0,g15754.t1,25.0,6.929999999999999e-136,397.0,s290.t1,54.366,9.0,29.3,ref|XP_061514011.1|,30.556,-312.24533225116954,-367.0,ok,sciarid-like
g2586.t1,4.27e-65,216.0,g14482.t1,86.4,0.0,762.0,s16541.t2,49.845,1.86e-163,542.0,ref|XP_061513761.1|,37.643,-312.30060138143676,-546.0,ok,sciarid-like
g19694.t2,4.37e-65,225.0,g11423.t2,32.965,0.0,1146.0,s2804.t2,79.518,2.2,32.3,ref|XP_314865.4|,32.836,-312.3237505633037,-921.0,ok,sciarid-like
g4656.t1,4.41e-65,244.0,g3168.t1,49.776,0.0,1935.0,s14205.t2,78.954,2.8900000000000004e-132,455.0,ref|XP_001689328.3|,65.714,-312.332862243655,-1691.0,ok,sciarid-like
g18964.t1,6.27e-65,227.0,g8582.t5,36.711,0.0,689.0,s676.t2,89.605,2.29e-25,112.0,ref|XP_061502338.1|,39.833,-312.684763908841,-462.0,ok,sciarid-like
g12147.t1,9.2e-65,216.0,g5660.t1,29.978,0.0,588.0,s14393.t1,58.515,2.1399999999999998e-67,225.0,ref|XP_061500418.1|,30.573,-313.06819103825114,-372.0,ok,sciarid-like
g11706.t1,1.04e-64,210.0,g4624.t1,50.515,0.0,634.0,s1851.t2,72.195,2.47e-167,494.0,ref|XP_061518858.1|,56.522,-313.1907933603435,-424.0,ok,sciarid-like
g890.t1,1.1e-64,218.0,g7617.t1,29.605,0.0,612.0,s14141.t1,57.937,3.51e-33,133.0,ref|XP_061509038.1|,26.369,-313.2468828269946,-394.0,ok,sciarid-like
g8400.t1,1.1,29.6,g4686.t2,33.333,9.09e-137,379.0,s10887.t1,96.923,1.7,30.0,ref|XP_553846.2|,32.353,-313.3422930117992,-349.4,ok,sciarid-like
g1054.t1,0.000211,41.2,g8144.t1,29.518,1.71e-140,404.0,s8834.t1,98.969,1.5,30.4,ref|XP_061498903.1|,34.667,-313.3617672241636,-362.8,ok,sciarid-like
g19403.t1,7.79e-26,100.0,g7151.t1,38.971,6.25e-162,447.0,s6462.t1,92.766,2.38e-21,89.4,ref|XP_309124.2|,36.641,-313.37183204332456,-347.0,ok,sciarid-like
g12377.t1,1.6599999999999999e-40,162.0,g11943.t2,24.636,1.3e-176,534.0,s5777.t1,41.228,1.76e-12,70.5,ref|XP_061513299.1|,24.424,-313.39602598509117,-372.0,ok,sciarid-like
g9970.t3,9.01e-05,45.1,g5390.t1,22.941,6.999999999999999e-141,419.0,s2151.t1,80.702,0.48,33.9,ref|XP_061502363.1|,27.273,-313.4039975697551,-373.9,ok,sciarid-like
g18958.t1,1.29e-64,219.0,g1000.t1,55.67,0.0,564.0,s16661.t1,59.02,1.1399999999999998e-52,186.0,ref|XP_061505817.1|,47.959,-313.4062148655638,-345.0,ok,sciarid-like
g11756.t1,1.7900000000000002e-64,223.0,g10120.t1,31.807,0.0,685.0,s10940.t1,74.396,4.19e-139,431.0,ref|XP_061519182.1|,48.341,-313.7337882670429,-462.0,ok,sciarid-like
g12147.t2,2.13e-64,215.0,g5660.t1,30.493,0.0,580.0,s14393.t1,58.667,6.279999999999999e-67,223.0,ref|XP_061500418.1|,31.087,-313.90769462691156,-365.0,ok,sciarid-like
g8456.t1,0.13,35.8,g5390.t1,25.874,5.94e-138,414.0,s290.t1,43.701,1.9,32.7,ref|XP_001237625.3|,24.051,-313.9348128712772,-378.2,ok,sciarid-like
g10986.t1,2.3e-64,216.0,g8914.t1,42.379,0.0,739.0,s7666.t1,73.347,1.42e-59,203.0,ref|XP_061511896.1|,32.422,-313.98448177012534,-523.0,ok,sciarid-like
g4576.t1,4.75e-64,208.0,g5433.t1,41.237,0.0,615.0,s5640.t1,85.673,2.45e-102,307.0,ref|XP_061511243.1|,47.059,-314.7097172652368,-407.0,ok,sciarid-like
g10946.t2,5.3100000000000006e-64,213.0,g5918.t1,36.088,0.0,662.0,s14045.t1,82.275,1.39e-59,202.0,ref|XP_319210.5|,35.556,-314.8211644824441,-449.0,ok,sciarid-like
g1658.t1,1.94e-15,77.0,g1014.t1,44.295,2.87e-152,446.0,s11756.t6,65.306,1.46e-11,65.9,ref|XP_061497329.1|,35.758,-315.06253368348797,-369.0,ok,sciarid-like
g17209.t2,0.005,40.8,g808.t1,43.902,5.81e-140,425.0,s10646.t1,53.707,2.0,32.7,ref|XP_316356.3|,26.25,-315.3040150817545,-384.2,ok,sciarid-like
